state,yr,qtr,index_nsa,index_sa,Warning
AK,1991,1,100.00,100.00,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1991,2,101.03,100.27,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1991,3,102.16,101.36,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1991,4,102.51,102.36,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1992,1,102.87,102.81,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1992,2,104.37,103.59,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1992,3,105.17,104.33,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1992,4,104.51,104.47,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1993,1,104.87,104.71,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1993,2,107.32,106.50,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1993,3,108.41,107.59,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1993,4,110.47,110.51,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1994,1,111.31,111.05,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1994,2,112.11,111.19,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1994,3,112.92,112.17,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1994,4,111.30,111.36,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1995,1,114.57,114.29,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1995,2,116.40,115.35,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1995,3,117.75,117.04,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1995,4,117.70,117.77,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1996,1,120.51,120.27,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1996,2,121.52,120.31,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1996,3,120.53,119.78,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1996,4,123.19,123.27,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1997,1,122.53,122.43,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1997,2,125.15,123.79,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1997,3,125.30,124.43,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1997,4,126.04,126.17,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1998,1,126.16,126.28,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1998,2,129.64,128.11,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1998,3,130.24,129.20,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1998,4,130.95,131.11,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1999,1,132.02,132.37,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1999,2,134.31,132.65,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1999,3,135.01,133.72,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1999,4,131.45,131.71,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2000,1,132.96,133.42,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2000,2,136.98,135.30,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2000,3,138.21,136.70,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2000,4,136.81,137.15,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2001,1,139.88,140.39,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2001,2,144.90,143.20,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2001,3,146.80,145.08,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2001,4,148.73,149.13,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2002,1,149.00,149.53,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2002,2,153.86,152.14,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2002,3,158.18,156.31,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2002,4,157.28,157.63,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2003,1,160.18,160.78,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2003,2,165.09,163.30,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2003,3,167.61,165.58,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2003,4,171.08,171.45,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2004,1,174.98,175.70,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2004,2,179.23,177.21,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2004,3,185.85,183.64,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2004,4,187.70,188.04,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2005,1,192.22,193.25,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2005,2,200.15,197.61,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2005,3,206.74,204.39,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2005,4,207.66,208.00,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2006,1,211.50,212.80,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2006,2,219.12,216.12,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2006,3,220.65,218.28,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2006,4,219.71,219.79,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2007,1,221.25,223.03,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2007,2,229.58,226.25,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2007,3,226.61,224.13,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2007,4,222.77,222.75,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2008,1,217.70,219.62,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2008,2,226.62,223.51,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2008,3,223.73,221.02,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2008,4,224.42,224.17,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2009,1,222.81,225.19,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2009,2,218.44,215.61,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2009,3,218.06,214.97,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2009,4,215.82,215.63,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2010,1,210.92,213.25,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2010,2,222.75,220.29,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2010,3,225.19,221.45,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2010,4,220.03,219.76,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2011,1,222.44,225.32,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2011,2,223.85,221.36,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2011,3,228.15,224.08,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2011,4,222.93,222.75,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2012,1,214.59,217.43,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2012,2,225.33,222.74,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2012,3,230.60,226.68,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2012,4,226.33,225.91,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2013,1,225.77,229.03,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2013,2,232.08,228.91,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2013,3,232.74,229.38,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2013,4,231.48,230.95,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2014,1,227.05,230.02,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2014,2,237.54,234.09,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2014,3,238.25,235.53,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2014,4,239.95,239.20,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2015,1,238.07,240.91,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2015,2,245.03,241.17,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2015,3,243.00,240.79,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2015,4,246.07,245.53,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2016,1,243.01,245.25,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2016,2,251.72,247.75,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2016,3,249.20,247.25,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2016,4,247.86,247.55,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2017,1,247.79,249.68,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2017,2,251.47,247.38,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2017,3,255.17,253.35,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2017,4,249.85,249.80,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2018,1,253.28,254.91,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2018,2,258.60,254.42,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2018,3,256.08,254.30,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2018,4,254.62,254.53,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2019,1,258.26,260.00,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2019,2,268.79,264.41,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2019,3,266.90,265.11,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2019,4,264.51,264.20,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2020,1,264.90,266.84,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2020,2,276.72,272.31,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2020,3,277.90,276.03,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2020,4,287.97,287.22,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2021,1,290.11,292.54,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2021,2,300.31,295.64,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2021,3,315.84,313.77,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2021,4,320.00,318.75,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2022,1,321.65,324.48,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2022,2,336.79,331.83,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AL,1991,1,100.00,100.00,
AL,1991,2,101.52,101.23,
AL,1991,3,102.55,101.93,
AL,1991,4,103.33,102.81,
AL,1992,1,104.20,104.20,
AL,1992,2,104.53,104.21,
AL,1992,3,106.68,106.03,
AL,1992,4,108.22,107.72,
AL,1993,1,108.80,108.81,
AL,1993,2,109.83,109.45,
AL,1993,3,111.92,111.22,
AL,1993,4,113.05,112.61,
AL,1994,1,113.99,113.96,
AL,1994,2,116.12,115.68,
AL,1994,3,117.20,116.45,
AL,1994,4,117.66,117.32,
AL,1995,1,118.40,118.33,
AL,1995,2,119.76,119.23,
AL,1995,3,121.44,120.69,
AL,1995,4,121.75,121.50,
AL,1996,1,122.69,122.55,
AL,1996,2,125.00,124.38,
AL,1996,3,125.66,124.91,
AL,1996,4,126.36,126.19,
AL,1997,1,127.70,127.49,
AL,1997,2,128.14,127.43,
AL,1997,3,129.60,128.92,
AL,1997,4,129.49,129.35,
AL,1998,1,130.91,130.61,
AL,1998,2,132.59,131.84,
AL,1998,3,134.00,133.35,
AL,1998,4,135.31,135.19,
AL,1999,1,136.39,136.05,
AL,1999,2,138.02,137.19,
AL,1999,3,138.64,138.02,
AL,1999,4,139.53,139.38,
AL,2000,1,141.12,140.79,
AL,2000,2,142.33,141.48,
AL,2000,3,142.67,142.01,
AL,2000,4,142.75,142.57,
AL,2001,1,144.21,143.96,
AL,2001,2,146.03,145.16,
AL,2001,3,146.80,146.02,
AL,2001,4,147.29,147.09,
AL,2002,1,148.32,148.16,
AL,2002,2,150.22,149.35,
AL,2002,3,151.22,150.28,
AL,2002,4,153.21,153.01,
AL,2003,1,154.11,154.06,
AL,2003,2,156.26,155.37,
AL,2003,3,159.42,158.29,
AL,2003,4,159.01,158.84,
AL,2004,1,160.02,160.09,
AL,2004,2,163.70,162.71,
AL,2004,3,167.33,166.03,
AL,2004,4,168.42,168.29,
AL,2005,1,171.18,171.40,
AL,2005,2,175.22,174.05,
AL,2005,3,179.22,177.71,
AL,2005,4,182.70,182.72,
AL,2006,1,186.84,187.20,
AL,2006,2,192.00,190.56,
AL,2006,3,195.05,193.29,
AL,2006,4,195.78,195.92,
AL,2007,1,197.82,198.39,
AL,2007,2,202.26,200.61,
AL,2007,3,202.08,200.02,
AL,2007,4,200.10,200.37,
AL,2008,1,198.01,198.82,
AL,2008,2,198.39,196.70,
AL,2008,3,195.89,193.57,
AL,2008,4,190.56,190.94,
AL,2009,1,190.50,191.55,
AL,2009,2,192.51,190.81,
AL,2009,3,188.22,185.64,
AL,2009,4,191.74,192.30,
AL,2010,1,183.02,184.25,
AL,2010,2,182.65,180.94,
AL,2010,3,182.19,179.50,
AL,2010,4,174.84,175.49,
AL,2011,1,170.39,171.64,
AL,2011,2,172.06,170.34,
AL,2011,3,174.24,171.61,
AL,2011,4,170.69,171.42,
AL,2012,1,172.17,173.48,
AL,2012,2,178.32,176.40,
AL,2012,3,175.45,172.87,
AL,2012,4,175.59,176.42,
AL,2013,1,176.36,177.63,
AL,2013,2,181.77,179.68,
AL,2013,3,182.99,180.48,
AL,2013,4,180.41,181.28,
AL,2014,1,181.50,182.70,
AL,2014,2,184.36,182.15,
AL,2014,3,185.76,183.43,
AL,2014,4,185.25,186.11,
AL,2015,1,184.90,185.96,
AL,2015,2,191.55,189.29,
AL,2015,3,192.70,190.45,
AL,2015,4,189.81,190.61,
AL,2016,1,191.66,192.61,
AL,2016,2,197.11,194.89,
AL,2016,3,199.50,197.27,
AL,2016,4,198.55,199.37,
AL,2017,1,199.83,200.57,
AL,2017,2,205.05,202.93,
AL,2017,3,207.45,205.22,
AL,2017,4,207.99,208.81,
AL,2018,1,210.69,211.21,
AL,2018,2,216.48,214.45,
AL,2018,3,219.44,217.17,
AL,2018,4,218.55,219.38,
AL,2019,1,223.22,223.48,
AL,2019,2,227.98,226.13,
AL,2019,3,231.80,229.44,
AL,2019,4,232.75,233.56,
AL,2020,1,239.02,239.06,
AL,2020,2,243.70,241.99,
AL,2020,3,251.32,248.76,
AL,2020,4,258.88,259.71,
AL,2021,1,265.70,265.58,
AL,2021,2,282.16,280.43,
AL,2021,3,296.36,293.33,
AL,2021,4,304.88,305.76,
AL,2022,1,318.72,318.51,
AL,2022,2,332.25,330.37,
AR,1991,1,100.00,100.00,
AR,1991,2,100.25,100.04,
AR,1991,3,101.52,101.21,
AR,1991,4,102.99,102.85,
AR,1992,1,102.81,102.84,
AR,1992,2,103.97,103.72,
AR,1992,3,105.11,104.81,
AR,1992,4,105.61,105.46,
AR,1993,1,107.38,107.46,
AR,1993,2,109.54,109.19,
AR,1993,3,111.49,111.20,
AR,1993,4,111.61,111.47,
AR,1994,1,115.09,115.19,
AR,1994,2,116.56,116.12,
AR,1994,3,117.12,116.86,
AR,1994,4,119.14,119.00,
AR,1995,1,119.02,119.12,
AR,1995,2,121.51,121.01,
AR,1995,3,122.83,122.60,
AR,1995,4,123.46,123.32,
AR,1996,1,124.01,124.06,
AR,1996,2,125.79,125.32,
AR,1996,3,125.32,125.09,
AR,1996,4,125.83,125.66,
AR,1997,1,127.34,127.39,
AR,1997,2,128.01,127.58,
AR,1997,3,128.30,128.02,
AR,1997,4,129.38,129.24,
AR,1998,1,129.15,129.16,
AR,1998,2,129.80,129.42,
AR,1998,3,132.16,131.80,
AR,1998,4,132.51,132.40,
AR,1999,1,133.90,133.92,
AR,1999,2,135.21,134.84,
AR,1999,3,136.14,135.71,
AR,1999,4,136.70,136.61,
AR,2000,1,136.93,136.99,
AR,2000,2,139.70,139.33,
AR,2000,3,140.00,139.48,
AR,2000,4,140.88,140.80,
AR,2001,1,142.60,142.73,
AR,2001,2,143.72,143.27,
AR,2001,3,145.45,144.88,
AR,2001,4,145.97,145.92,
AR,2002,1,146.86,147.02,
AR,2002,2,149.76,149.31,
AR,2002,3,151.08,150.45,
AR,2002,4,152.51,152.43,
AR,2003,1,154.10,154.34,
AR,2003,2,156.82,156.36,
AR,2003,3,160.00,159.28,
AR,2003,4,161.03,160.88,
AR,2004,1,164.06,164.42,
AR,2004,2,167.58,167.11,
AR,2004,3,170.26,169.43,
AR,2004,4,172.70,172.44,
AR,2005,1,174.78,175.35,
AR,2005,2,178.11,177.56,
AR,2005,3,182.21,181.24,
AR,2005,4,185.21,184.92,
AR,2006,1,186.54,187.28,
AR,2006,2,190.03,189.42,
AR,2006,3,191.78,190.67,
AR,2006,4,192.50,192.26,
AR,2007,1,191.89,192.74,
AR,2007,2,195.37,194.55,
AR,2007,3,195.50,194.41,
AR,2007,4,193.41,193.39,
AR,2008,1,189.47,190.13,
AR,2008,2,189.33,188.43,
AR,2008,3,189.11,188.16,
AR,2008,4,184.86,185.04,
AR,2009,1,183.95,184.39,
AR,2009,2,184.40,183.33,
AR,2009,3,184.51,183.76,
AR,2009,4,187.45,187.98,
AR,2010,1,177.84,177.87,
AR,2010,2,183.17,182.06,
AR,2010,3,177.72,177.10,
AR,2010,4,174.69,175.46,
AR,2011,1,177.39,177.17,
AR,2011,2,174.10,172.90,
AR,2011,3,175.67,175.12,
AR,2011,4,177.37,178.46,
AR,2012,1,178.06,177.56,
AR,2012,2,182.79,181.62,
AR,2012,3,181.76,181.09,
AR,2012,4,180.35,181.54,
AR,2013,1,185.75,185.26,
AR,2013,2,186.55,185.40,
AR,2013,3,186.84,185.96,
AR,2013,4,182.88,184.17,
AR,2014,1,186.24,185.74,
AR,2014,2,188.27,187.33,
AR,2014,3,189.36,188.26,
AR,2014,4,191.02,192.25,
AR,2015,1,188.83,188.49,
AR,2015,2,193.28,192.42,
AR,2015,3,196.62,195.42,
AR,2015,4,195.22,196.28,
AR,2016,1,196.84,196.56,
AR,2016,2,198.85,198.15,
AR,2016,3,200.82,199.58,
AR,2016,4,199.75,200.50,
AR,2017,1,203.41,203.36,
AR,2017,2,205.29,204.56,
AR,2017,3,208.39,207.20,
AR,2017,4,210.49,210.98,
AR,2018,1,212.02,212.20,
AR,2018,2,214.19,213.38,
AR,2018,3,216.61,215.47,
AR,2018,4,217.60,217.81,
AR,2019,1,221.25,221.74,
AR,2019,2,225.04,224.04,
AR,2019,3,226.46,225.40,
AR,2019,4,226.47,226.40,
AR,2020,1,228.67,229.48,
AR,2020,2,236.51,235.35,
AR,2020,3,242.52,241.47,
AR,2020,4,250.27,249.90,
AR,2021,1,256.89,258.12,
AR,2021,2,271.92,270.49,
AR,2021,3,284.87,283.69,
AR,2021,4,298.18,297.52,
AR,2022,1,306.11,307.79,
AR,2022,2,320.04,318.34,
AZ,1991,1,100.00,100.00,
AZ,1991,2,100.42,100.27,
AZ,1991,3,99.46,99.39,
AZ,1991,4,101.65,101.03,
AZ,1992,1,102.30,102.33,
AZ,1992,2,101.66,101.50,
AZ,1992,3,102.75,102.64,
AZ,1992,4,103.84,103.23,
AZ,1993,1,104.13,104.18,
AZ,1993,2,105.35,105.18,
AZ,1993,3,106.92,106.72,
AZ,1993,4,109.26,108.71,
AZ,1994,1,110.26,110.33,
AZ,1994,2,112.68,112.48,
AZ,1994,3,114.52,114.20,
AZ,1994,4,116.61,116.15,
AZ,1995,1,117.27,117.37,
AZ,1995,2,119.28,119.02,
AZ,1995,3,121.16,120.72,
AZ,1995,4,122.11,121.79,
AZ,1996,1,123.80,123.89,
AZ,1996,2,125.27,124.93,
AZ,1996,3,126.69,126.16,
AZ,1996,4,126.84,126.66,
AZ,1997,1,127.97,128.02,
AZ,1997,2,129.65,129.23,
AZ,1997,3,131.03,130.46,
AZ,1997,4,131.97,131.89,
AZ,1998,1,133.32,133.33,
AZ,1998,2,135.87,135.37,
AZ,1998,3,137.70,137.14,
AZ,1998,4,138.91,138.85,
AZ,1999,1,141.08,141.09,
AZ,1999,2,143.51,142.92,
AZ,1999,3,145.73,145.22,
AZ,1999,4,147.13,147.02,
AZ,2000,1,149.46,149.48,
AZ,2000,2,151.95,151.28,
AZ,2000,3,153.45,153.00,
AZ,2000,4,155.79,155.60,
AZ,2001,1,157.67,157.71,
AZ,2001,2,161.00,160.30,
AZ,2001,3,162.93,162.45,
AZ,2001,4,165.79,165.55,
AZ,2002,1,166.57,166.71,
AZ,2002,2,170.23,169.46,
AZ,2002,3,172.79,172.17,
AZ,2002,4,176.14,175.97,
AZ,2003,1,179.23,179.48,
AZ,2003,2,183.19,182.29,
AZ,2003,3,187.01,186.14,
AZ,2003,4,192.50,192.54,
AZ,2004,1,198.11,198.48,
AZ,2004,2,206.15,205.03,
AZ,2004,3,216.62,215.26,
AZ,2004,4,227.59,228.12,
AZ,2005,1,243.65,244.12,
AZ,2005,2,268.86,267.17,
AZ,2005,3,290.44,288.23,
AZ,2005,4,301.64,302.98,
AZ,2006,1,313.96,314.63,
AZ,2006,2,320.39,318.13,
AZ,2006,3,316.59,313.78,
AZ,2006,4,318.13,320.13,
AZ,2007,1,317.39,318.05,
AZ,2007,2,315.87,313.43,
AZ,2007,3,308.62,305.74,
AZ,2007,4,288.38,290.42,
AZ,2008,1,276.55,277.11,
AZ,2008,2,263.37,261.37,
AZ,2008,3,244.65,242.29,
AZ,2008,4,224.66,226.21,
AZ,2009,1,214.66,215.16,
AZ,2009,2,203.99,202.48,
AZ,2009,3,202.22,200.28,
AZ,2009,4,194.93,196.06,
AZ,2010,1,191.00,191.62,
AZ,2010,2,187.97,186.60,
AZ,2010,3,181.50,179.80,
AZ,2010,4,172.21,172.97,
AZ,2011,1,166.38,167.12,
AZ,2011,2,162.78,161.53,
AZ,2011,3,164.09,162.67,
AZ,2011,4,166.75,167.29,
AZ,2012,1,172.57,173.44,
AZ,2012,2,184.37,182.91,
AZ,2012,3,194.70,193.15,
AZ,2012,4,197.50,198.00,
AZ,2013,1,204.27,205.36,
AZ,2013,2,217.47,215.59,
AZ,2013,3,221.72,220.18,
AZ,2013,4,226.29,226.83,
AZ,2014,1,227.70,228.83,
AZ,2014,2,233.07,230.95,
AZ,2014,3,234.44,233.05,
AZ,2014,4,235.60,236.16,
AZ,2015,1,240.55,241.56,
AZ,2015,2,247.01,244.72,
AZ,2015,3,251.99,250.75,
AZ,2015,4,253.75,254.32,
AZ,2016,1,258.16,258.96,
AZ,2016,2,266.59,264.29,
AZ,2016,3,268.14,266.95,
AZ,2016,4,272.85,273.37,
AZ,2017,1,278.11,278.74,
AZ,2017,2,287.03,284.80,
AZ,2017,3,292.00,290.80,
AZ,2017,4,294.13,294.47,
AZ,2018,1,303.24,303.88,
AZ,2018,2,310.27,308.15,
AZ,2018,3,314.57,313.17,
AZ,2018,4,319.74,319.97,
AZ,2019,1,322.27,322.92,
AZ,2019,2,331.55,329.57,
AZ,2019,3,338.69,337.04,
AZ,2019,4,345.13,345.19,
AZ,2020,1,353.88,354.68,
AZ,2020,2,363.51,361.61,
AZ,2020,3,377.91,375.80,
AZ,2020,4,395.23,395.31,
AZ,2021,1,417.29,418.24,
AZ,2021,2,451.21,449.02,
AZ,2021,3,484.21,481.40,
AZ,2021,4,503.68,503.70,
AZ,2022,1,532.68,533.93,
AZ,2022,2,566.13,563.50,
CA,1991,1,100.00,100.00,
CA,1991,2,99.71,99.10,
CA,1991,3,99.50,98.72,
CA,1991,4,99.64,99.06,
CA,1992,1,99.10,99.10,
CA,1992,2,98.01,97.42,
CA,1992,3,97.74,96.94,
CA,1992,4,95.97,95.45,
CA,1993,1,93.65,93.64,
CA,1993,2,92.98,92.43,
CA,1993,3,91.61,90.80,
CA,1993,4,90.38,89.97,
CA,1994,1,88.93,88.90,
CA,1994,2,88.66,88.11,
CA,1994,3,88.29,87.46,
CA,1994,4,87.02,86.71,
CA,1995,1,86.26,86.22,
CA,1995,2,86.21,85.64,
CA,1995,3,86.41,85.56,
CA,1995,4,85.24,85.04,
CA,1996,1,85.07,85.01,
CA,1996,2,85.08,84.45,
CA,1996,3,85.46,84.63,
CA,1996,4,85.27,85.15,
CA,1997,1,84.84,84.75,
CA,1997,2,86.97,86.26,
CA,1997,3,88.19,87.36,
CA,1997,4,88.96,88.88,
CA,1998,1,91.13,91.02,
CA,1998,2,94.48,93.65,
CA,1998,3,96.57,95.72,
CA,1998,4,98.10,98.02,
CA,1999,1,100.62,100.50,
CA,1999,2,103.81,102.85,
CA,1999,3,106.14,105.23,
CA,1999,4,108.31,108.21,
CA,2000,1,111.69,111.59,
CA,2000,2,116.05,114.98,
CA,2000,3,119.77,118.72,
CA,2000,4,123.69,123.54,
CA,2001,1,127.91,127.86,
CA,2001,2,132.44,131.28,
CA,2001,3,135.32,134.02,
CA,2001,4,137.90,137.69,
CA,2002,1,142.18,142.24,
CA,2002,2,149.69,148.43,
CA,2002,3,156.90,155.21,
CA,2002,4,161.57,161.31,
CA,2003,1,167.19,167.41,
CA,2003,2,174.80,173.36,
CA,2003,3,182.57,180.41,
CA,2003,4,191.31,191.06,
CA,2004,1,200.58,201.00,
CA,2004,2,215.37,213.54,
CA,2004,3,230.57,227.70,
CA,2004,4,239.87,239.62,
CA,2005,1,251.40,252.07,
CA,2005,2,267.26,264.92,
CA,2005,3,280.59,276.98,
CA,2005,4,284.10,283.80,
CA,2006,1,285.98,286.92,
CA,2006,2,287.34,284.77,
CA,2006,3,282.61,278.92,
CA,2006,4,274.00,273.57,
CA,2007,1,271.60,272.73,
CA,2007,2,268.73,266.30,
CA,2007,3,255.23,251.89,
CA,2007,4,234.39,233.82,
CA,2008,1,212.72,213.81,
CA,2008,2,195.63,193.87,
CA,2008,3,183.21,180.80,
CA,2008,4,171.21,170.64,
CA,2009,1,163.30,164.30,
CA,2009,2,163.54,162.06,
CA,2009,3,166.98,164.75,
CA,2009,4,167.91,167.27,
CA,2010,1,165.73,166.88,
CA,2010,2,167.69,166.12,
CA,2010,3,165.07,162.83,
CA,2010,4,160.10,159.53,
CA,2011,1,154.57,155.68,
CA,2011,2,154.02,152.45,
CA,2011,3,153.94,151.88,
CA,2011,4,152.53,152.14,
CA,2012,1,152.92,153.95,
CA,2012,2,160.16,158.39,
CA,2012,3,164.25,162.12,
CA,2012,4,169.75,169.52,
CA,2013,1,177.19,178.19,
CA,2013,2,190.25,188.01,
CA,2013,3,198.45,196.02,
CA,2013,4,200.40,200.33,
CA,2014,1,203.69,204.59,
CA,2014,2,210.61,208.07,
CA,2014,3,214.02,211.55,
CA,2014,4,215.24,215.32,
CA,2015,1,218.80,219.45,
CA,2015,2,225.25,222.54,
CA,2015,3,228.75,226.30,
CA,2015,4,230.68,230.84,
CA,2016,1,234.26,234.66,
CA,2016,2,241.42,238.59,
CA,2016,3,244.70,242.25,
